vehicle_id,start_ts,end_ts,start_battery,end_battery,duration_minutes,ignition_state
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-03 15:58:53.011000+00:00,2021-09-03 17:52:08.029000+00:00,69.4,101.0,113.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-03 19:21:21.002000+00:00,2021-09-03 20:14:01.205000+00:00,50.9,108.0,52.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-03 22:09:15.011000+00:00,2021-09-04 01:07:54.029000+00:00,57.2,108.0,178.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-04 01:58:53.002000+00:00,2021-09-04 02:08:11.020000+00:00,72.5,108.0,9.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-04 02:36:36.020000+00:00,2021-09-04 03:08:25.002000+00:00,60.3,80.3,31.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-04 15:53:36.002000+00:00,2021-09-04 16:45:11.002000+00:00,39.6,80.3,51.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-04 17:00:41.020000+00:00,2021-09-04 17:54:30.020000+00:00,78.4,109.0,53.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-05 15:35:27+00:00,2021-09-05 16:32:52.002000+00:00,43.5,80.3,57.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-05 16:45:00.020000+00:00,2021-09-05 17:57:44.002000+00:00,78.8,106.0,72.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-05 19:24:01.029000+00:00,2021-09-05 22:15:05.002000+00:00,46.6,106.0,171.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-05 23:47:34.029000+00:00,2021-09-06 00:14:03.002000+00:00,39.2,63.9,26.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 00:43:40.002000+00:00,2021-09-06 01:26:49.011000+00:00,58.4,107.0,43.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 01:31:55.029000+00:00,2021-09-06 03:24:29.002000+00:00,53.3,108.0,112.6,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 15:33:45.029000+00:00,2021-09-06 16:23:50.002000+00:00,30.1,77.6,50.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 16:27:57.033000+00:00,2021-09-06 18:48:07.011000+00:00,75.2,110.0,140.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 19:27:23.029000+00:00,2021-09-06 21:01:45.020000+00:00,41.1,110.0,94.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 22:49:44.011000+00:00,2021-09-07 02:54:27.024000+00:00,33.7,108.0,244.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 03:11:30.002000+00:00,2021-09-07 03:53:12.002000+00:00,27.8,71.3,41.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 19:18:44+00:00,2021-09-07 19:19:10.016000+00:00,65.0,105.0,0.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 19:20:43.014000+00:00,2021-09-07 19:30:37.034000+00:00,65.0,104.0,9.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 22:19:10+00:00,2021-09-07 22:21:40.006000+00:00,57.2,110.0,2.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-08 15:38:05.011000+00:00,2021-09-08 16:20:08.032000+00:00,47.4,76.8,42.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-08 16:25:48.020000+00:00,2021-09-08 17:55:01.033000+00:00,75.6,101.0,89.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-08 18:21:22.002000+00:00,2021-09-08 18:32:07.014000+00:00,71.3,105.0,10.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-09 15:35:40.029000+00:00,2021-09-09 17:33:19.002000+00:00,48.2,109.0,117.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-09 17:33:49.017000+00:00,2021-09-09 18:29:06.020000+00:00,77.2,108.0,55.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-09 19:14:34.002000+00:00,2021-09-09 20:23:03.011000+00:00,43.5,108.0,68.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 00:29:40.020000+00:00,2021-09-10 01:46:56.011000+00:00,32.9,106.0,77.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 16:08:59.002000+00:00,2021-09-10 17:41:12.020000+00:00,76.8,110.0,92.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 18:02:58.002000+00:00,2021-09-10 18:35:32.002000+00:00,72.1,106.0,32.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 18:45:51.002000+00:00,2021-09-10 19:32:07.011000+00:00,64.3,106.0,46.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 19:57:26.002000+00:00,2021-09-10 20:44:20.020000+00:00,53.3,106.0,46.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 21:18:26.020000+00:00,2021-09-10 21:56:40.025000+00:00,37.2,101.0,38.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 00:40:12.002000+00:00,2021-09-11 01:41:45.081000+00:00,27.0,80.7,61.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 02:33:25.020000+00:00,2021-09-11 05:39:52.029000+00:00,73.7,108.0,186.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 15:52:52.020000+00:00,2021-09-11 16:00:53.014000+00:00,28.2,101.0,8.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 16:06:03.020000+00:00,2021-09-11 17:01:09.094000+00:00,27.8,104.0,55.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 17:11:29.294000+00:00,2021-09-11 17:27:22.002000+00:00,78.8,105.0,15.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 17:58:54.020000+00:00,2021-09-11 18:14:45.002000+00:00,72.5,80.0,15.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 23:48:00.024000+00:00,2021-09-12 01:02:06.002000+00:00,78.4,104.0,74.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-12 16:00:20.002000+00:00,2021-09-12 17:54:17.020000+00:00,47.4,102.0,114.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-12 19:01:58.011000+00:00,2021-09-12 20:50:55.029000+00:00,44.7,104.0,109.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-12 20:59:42.002000+00:00,2021-09-12 21:58:36.002000+00:00,66.6,106.0,58.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-12 23:05:15.002000+00:00,2021-09-13 00:59:54.002000+00:00,30.9,103.0,114.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 01:05:34.025000+00:00,2021-09-13 01:34:02.002000+00:00,33.3,63.9,28.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 15:27:42.020000+00:00,2021-09-13 16:28:25.020000+00:00,32.5,109.0,60.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 17:56:03.014000+00:00,2021-09-13 18:58:29.029000+00:00,66.2,107.0,62.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 19:36:43.029000+00:00,2021-09-13 23:06:02.038000+00:00,40.3,109.0,209.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 23:14:49.011000+00:00,2021-09-14 00:07:15.002000+00:00,33.7,80.0,52.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 01:37:01.020000+00:00,2021-09-14 03:09:09.016000+00:00,72.9,106.0,92.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 10:05:51.002000+00:00,2021-09-14 11:13:19.002000+00:00,61.5,109.0,67.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 11:56:43.020000+00:00,2021-09-14 13:27:37.002000+00:00,27.0,110.0,90.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 20:24:02.002000+00:00,2021-09-14 20:58:11.002000+00:00,34.9,69.8,34.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 15:58:26.016000+00:00,2021-09-15 15:58:57.045000+00:00,58.0,101.0,0.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 16:01:32.024000+00:00,2021-09-15 18:02:11.020000+00:00,57.6,104.0,120.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 18:18:12.020000+00:00,2021-09-15 21:38:03.014000+00:00,46.6,102.0,199.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 02:14:37+00:00,2021-09-16 02:30:47.002000+00:00,72.5,81.1,16.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 16:06:01+00:00,2021-09-16 16:09:32.020000+00:00,80.3,105.0,3.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 16:20:54.011000+00:00,2021-09-16 17:32:32.014000+00:00,73.3,101.0,71.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 18:36:36.020000+00:00,2021-09-16 19:22:56.029000+00:00,54.5,108.0,46.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 19:29:39.002000+00:00,2021-09-16 20:32:49.225000+00:00,40.3,80.3,63.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 22:14:32+00:00,2021-09-16 22:15:59.002000+00:00,61.1,105.0,1.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-17 00:04:37+00:00,2021-09-17 00:17:59.020000+00:00,59.2,101.0,13.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-17 15:27:46.020000+00:00,2021-09-17 16:11:53.002000+00:00,41.1,75.2,44.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-17 16:16:32.002000+00:00,2021-09-17 17:54:07.029000+00:00,73.3,109.0,97.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-17 18:14:16.029000+00:00,2021-09-17 18:50:25.002000+00:00,68.6,108.0,36.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-17 21:13:21+00:00,2021-09-17 21:23:05.029000+00:00,54.9,109.0,9.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 00:46:37.020000+00:00,2021-09-18 02:27:50.347000+00:00,47.4,108.0,101.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 14:45:58.011000+00:00,2021-09-18 16:19:05.002000+00:00,56.8,101.0,93.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 16:37:41.011000+00:00,2021-09-18 17:23:03.002000+00:00,56.0,103.0,45.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 19:24:39.478000+00:00,2021-09-18 19:34:10.608000+00:00,52.5,103.0,9.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-19 14:51:28.029000+00:00,2021-09-19 16:33:27.002000+00:00,44.7,109.0,102.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-19 19:01:44.020000+00:00,2021-09-19 19:52:46.002000+00:00,37.2,77.6,51.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-20 15:28:26.002000+00:00,2021-09-20 16:07:20.002000+00:00,57.2,80.0,38.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-20 16:12:30.011000+00:00,2021-09-20 17:46:05.003000+00:00,78.4,109.0,93.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-20 21:00:21.002000+00:00,2021-09-20 22:10:35.020000+00:00,35.2,106.0,70.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-21 15:41:35.029000+00:00,2021-09-21 15:44:41.011000+00:00,47.4,107.0,3.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-21 15:45:19+00:00,2021-09-21 16:23:42.216000+00:00,46.6,77.6,38.4,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 01:25:15+00:00,2021-09-22 02:01:26.153000+00:00,32.9,70.5,36.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 16:06:55.012000+00:00,2021-09-22 16:45:07.002000+00:00,62.7,80.0,38.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 18:18:51.020000+00:00,2021-09-22 18:28:43.002000+00:00,69.0,102.0,9.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 22:30:04.011000+00:00,2021-09-22 22:30:28+00:00,56.4,101.0,0.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 23:40:08.002000+00:00,2021-09-23 00:13:59.002000+00:00,50.1,74.9,33.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 15:03:32.011000+00:00,2021-09-23 16:10:36.002000+00:00,21.1,75.6,67.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 21:15:23+00:00,2021-09-23 21:40:34.002000+00:00,50.5,69.8,25.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 15:24:36.029000+00:00,2021-09-24 16:03:25.002000+00:00,46.6,76.0,38.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 19:11:01.020000+00:00,2021-09-24 19:19:17.020000+00:00,63.9,101.0,8.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 00:34:14.020000+00:00,2021-09-25 01:44:22.002000+00:00,32.1,80.3,70.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 15:52:54.020000+00:00,2021-09-25 16:41:42.002000+00:00,45.4,80.7,48.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 18:08:13.011000+00:00,2021-09-25 18:17:00.020000+00:00,69.4,109.0,8.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 18:30:57.020000+00:00,2021-09-25 18:32:30.011000+00:00,63.9,102.0,1.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 19:29:20.020000+00:00,2021-09-25 20:22:04.002000+00:00,38.4,80.0,52.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 00:55:30.029000+00:00,2021-09-26 01:38:56.002000+00:00,36.4,75.2,43.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 03:21:51+00:00,2021-09-26 03:34:15+00:00,54.5,65.0,12.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 16:05:13+00:00,2021-09-26 16:50:05.033000+00:00,45.8,105.0,44.9,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 17:48:27.002000+00:00,2021-09-26 17:59:58.014000+00:00,64.3,106.0,11.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 20:05:00.034000+00:00,2021-09-26 21:13:04.002000+00:00,18.4,76.8,68.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-28 15:30:26.011000+00:00,2021-09-28 16:24:16.004000+00:00,30.1,107.0,53.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-29 14:08:30+00:00,2021-09-29 14:12:00.020000+00:00,53.7,102.0,3.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-29 14:24:32.029000+00:00,2021-09-29 15:23:52.002000+00:00,44.3,80.3,59.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-29 15:34:37.246000+00:00,2021-09-29 15:40:49.020000+00:00,79.2,109.0,6.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 15:26:18.002000+00:00,2021-10-01 16:06:55.002000+00:00,58.4,80.0,40.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 20:08:28.029000+00:00,2021-10-01 20:51:23.002000+00:00,39.2,73.7,42.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 21:03:16.029000+00:00,2021-10-01 21:16:11.002000+00:00,68.2,105.0,12.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 00:37:03.002000+00:00,2021-10-02 01:38:03.002000+00:00,31.7,80.3,61.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 15:11:32.002000+00:00,2021-10-02 16:12:04.002000+00:00,39.2,79.6,60.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 15:53:30.011000+00:00,2021-10-03 16:35:22.002000+00:00,37.6,80.7,41.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 15:35:57.011000+00:00,2021-10-04 16:21:22.002000+00:00,58.4,76.0,45.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 18:06:10.029000+00:00,2021-10-04 18:25:49.002000+00:00,73.7,105.0,19.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 22:01:07.020000+00:00,2021-10-04 22:02:09.002000+00:00,69.4,103.0,1.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 22:11:27.020000+00:00,2021-10-04 22:24:58.037000+00:00,65.8,103.0,13.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-05 01:28:36.020000+00:00,2021-10-05 02:39:41.011000+00:00,58.8,101.0,71.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 01:17:24.029000+00:00,2021-10-06 03:55:02.002000+00:00,42.7,80.3,157.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 23:48:39.002000+00:00,2021-10-07 00:34:26.002000+00:00,41.9,77.6,45.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 15:31:22+00:00,2021-10-07 15:32:18.047000+00:00,72.9,101.0,0.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 15:45:44.002000+00:00,2021-10-07 16:11:20.002000+00:00,66.2,78.4,25.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 17:54:51.011000+00:00,2021-10-07 18:09:56.024000+00:00,75.6,109.0,15.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 20:26:48.020000+00:00,2021-10-07 20:27:50.002000+00:00,60.7,106.0,1.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 23:23:35.002000+00:00,2021-10-08 00:05:45.002000+00:00,52.1,80.3,42.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 21:07:43.007000+00:00,2021-10-08 22:08:49.002000+00:00,28.6,83.5,61.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 04:57:48.029000+00:00,2021-10-09 04:58:50.011000+00:00,62.3,102.0,1.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 16:11:37.029000+00:00,2021-10-09 17:03:50.002000+00:00,45.4,80.0,52.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-10 15:14:27.022000+00:00,2021-10-10 16:13:53.002000+00:00,46.2,103.0,59.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-10 19:12:53.011000+00:00,2021-10-10 20:04:17.002000+00:00,37.6,76.4,51.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-10 22:58:16.029000+00:00,2021-10-11 01:20:46.002000+00:00,34.9,104.0,142.5,1
