vehicle_id,event,event_ts
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-13 21:40:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-14 00:33:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-14 00:45:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-14 18:13:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-14 18:25:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-15 20:30:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-16 04:06:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-16 22:16:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-16 22:17:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-16 23:12:42+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-16 23:27:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-16 23:36:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-17 17:43:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-17 17:59:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-18 04:05:33+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-18 17:38:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-18 18:15:16+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-18 19:37:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-18 23:16:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-18 23:19:43+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-18 23:28:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-19 17:35:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-19 18:07:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-19 19:37:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-20 01:57:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-20 14:00:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-20 14:11:05+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-20 20:16:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-21 00:20:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-21 17:16:51+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-21 18:55:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-21 22:08:30+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-21 22:32:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-22 13:25:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-22 13:32:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-22 19:53:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-22 19:58:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-22 20:42:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-22 20:57:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-22 23:18:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-22 23:52:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-23 01:06:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-23 01:46:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-23 03:39:05+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-23 16:08:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-23 18:51:05+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-23 21:15:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-24 16:40:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-25 01:05:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-25 14:11:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-25 18:25:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-25 18:40:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 00:11:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 13:14:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 17:39:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 18:48:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 18:59:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 19:35:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-26 20:21:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-27 15:32:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-27 17:41:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-27 20:55:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-27 23:09:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 03:09:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 13:31:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 14:08:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 16:25:51+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 16:36:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 17:04:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 18:09:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 19:37:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-28 22:10:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-29 15:33:16+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-29 18:17:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-29 23:39:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-29 23:42:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 00:55:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 01:56:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 02:03:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 02:17:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 02:29:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 04:40:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 17:06:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 17:23:24+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 17:37:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-30 20:44:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-31 15:30:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-31 15:36:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-31 16:47:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-31 16:56:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-31 17:28:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-31 23:49:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-31 23:52:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 01:16:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 01:26:05+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 03:59:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 14:51:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 15:49:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 17:12:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-01 20:22:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-02 13:49:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-11-02 13:51:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-02 14:25:51+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-02 18:40:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-02 19:13:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-02 19:21:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-02 20:34:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-03 17:42:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-03 18:40:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-03 21:01:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-03 22:39:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-04 13:15:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-04 14:20:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-04 17:51:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-04 18:03:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-04 18:40:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-11-04 18:48:07+00:00
